Speed;Fr1.x;Fr1.y;Fr1.z;PitchVel;RollVel;TF.muRoad;TF.vBelt;TR.Frc.x;TR.Frc.y;TR.Frc.z;TR.muRoad;TR.vBelt;YawAcc;YawVel;Engine.Trq;Engine.rotv;Time
27.77737617;0.01173008699;-0.4336477816;-0.002068407834;-5.49670176e-006;-2.885343292e-006;1;27.76941299;-2.319795609;-0.07102970779;1906.843262;1;27.77401733;0.0004052516306;8.142434922e-007;237.6566925;109.4176254;0.001
27.77169991;0.01819135994;-0.7311704159;0.1623053849;0.002046370413;-1.541881102e-005;1;27.76007271;-39.87400055;-0.05460130796;1903.108276;1;27.75992203;0.0003062798933;4.398110832e-006;232.5092773;107.506897;0.011
27.7655983;0.01755657233;-0.7254827023;0.1542420685;0.003912185784;-2.348216367e-005;1;27.75077629;-35.65578079;-0.03351824731;1899.57312;1;27.75348473;0.0001587726874;6.658222446e-006;-0.2021623254;116.9656754;0.021
27.75945854;0.01670279726;-0.7033094168;0.1186720356;0.005473726429;-2.848285294e-005;1;27.74339867;-37.07781601;-0.01720960811;1897.539185;1;27.74714851;2.312078868e-005;7.474830909e-006;-0.4443153739;117.3929062;0.031
27.75334358;0.01566244662;-0.6677514911;0.07371322066;0.006599693559;-3.178557745e-005;1;27.73652077;-36.80772018;-0.005687087774;1895.71814;1;27.74103737;-7.428610115e-005;7.136938166e-006;-0.7046775222;118.1014023;0.041
27.74727821;0.01473437063;-0.6337877512;0.03084087744;0.007264210377;-3.40262377e-005;1;27.72988319;-36.85884094;0.002202311764;1894.044678;1;27.73491287;-0.0001314836118;6.051157015e-006;-0.799448967;118.1703949;0.051
27.74124908;0.01392294187;-0.6024764776;-0.008375838399;0.007479452062;-3.553197894e-005;1;27.72352028;-36.92795181;0.007248550653;1892.560547;1;27.72886658;-0.0001589390304;4.569280009e-006;-0.7967718244;118.1264572;0.061
27.73524666;0.01325404551;-0.575203836;-0.04237005487;0.007281238679;-3.665232725e-005;1;27.71750259;-37.02973557;0.01007595751;1891.33374;1;27.72292328;-0.000170709478;2.910374178e-006;-0.7937218547;118.0763931;0.071
27.72925949;0.01273443177;-0.5526261926;-0.07009592652;0.006724623498;-3.77925935e-005;1;27.71184921;-37.13267899;0.01136734802;1890.41626;1;27.7170887;-0.0001775215933;1.167763457e-006;-0.7906726599;118.0263519;0.081
27.72328186;0.01235962473;-0.5351299644;-0.09091956168;0.005877607502;-3.931268293e-005;1;27.7065258;-37.22400284;0.01180404704;1889.835205;1;27.71135521;-0.0001845803199;-6.428637107e-007;-0.7876351476;117.9764938;0.091
27.71731377;0.01212154701;-0.5228918195;-0.1045941561;0.004815328866;-4.14445276e-005;1;27.7014637;-37.29692841;0.0118323965;1889.59375;1;27.70570183;-0.000192099149;-2.527769311e-006;-0.7846093774;117.9268341;0.101
27.71134949;0.01200959925;-0.5158960819;-0.1112209633;0.003615164198;-4.428028114e-005;1;27.69658089;-37.34886932;0.01174524426;1889.674805;1;27.70010185;-0.0001985622075;-4.483552402e-006;-0.7815951705;117.8773651;0.111
27.70544434;0.01157751214;-0.4951216578;-0.1205571443;0.002298872685;-4.781100506e-005;1;27.69184494;-32.85017776;0.01162712462;1890.359009;1;27.69610023;-0.0002021477703;-6.489276984e-006;-0.7785925865;117.8280792;0.121
27.69961929;0.01161988266;-0.4947835803;-0.1164961606;0.0009303601691;-5.199793668e-005;1;27.68730927;-32.1766777;0.01144236792;1891.467041;1;27.69080162;-0.0002024104906;-8.513081411e-006;-0.7756015062;117.7789917;0.131
27.69379997;0.01183187682;-0.5016692281;-0.1049613878;-0.0003590407141;-5.681928815e-005;1;27.68274879;-32.04627609;0.01113623288;1892.524658;1;27.68539619;-0.0001997532381;-1.052223524e-005;0.7846603394;117.7703629;0.141
