Speed;Fr1.x;Fr1.y;Fr1.z;PitchVel;RollVel;TF.muRoad;TF.vBelt;TR.Frc.x;TR.Frc.y;TR.Frc.z;TR.muRoad;TR.vBelt;YawAcc;YawVel;Engine.Trq;Engine.rotv;Time
27.77737617;0.01173008699;-0.4336477816;-0.002068407834;-5.49670176e-006;-2.885343292e-006;1;27.76941299;-2.319795609;-0.07102970779;1906.843262;1;27.77401733;0.0004052516306;8.142434922e-007;237.6566925;109.4176254;0.001
27.77169991;0.01819135621;-0.7311704159;0.1623053849;0.002046370413;-1.541879465e-005;1;27.76007271;-39.87400055;-0.05460130796;1903.108276;1;27.75992203;0.0003062788455;4.398106284e-006;232.5092773;107.506897;0.011
27.7655983;0.01755655184;-0.7254827023;0.1542420685;0.003912185784;-2.348200178e-005;1;27.75077629;-35.65578079;-0.03351824731;1899.57312;1;27.75348473;0.0001587688457;6.658190159e-006;-0.2021623254;116.9656754;0.021
27.75945854;0.01670275256;-0.7033094168;0.1186720356;0.005473726429;-2.848229451e-005;1;27.74339867;-37.07781601;-0.01720961556;1897.539185;1;27.74714851;2.311412027e-005;7.474740869e-006;-0.4443153739;117.3929062;0.031
27.75334358;0.01566236652;-0.6677514911;0.07371322066;0.006599693559;-3.17842896e-005;1;27.73652077;-36.80772018;-0.005687111057;1895.71814;1;27.74103737;-7.428019308e-005;7.136780823e-006;-0.7046775222;118.1014023;0.041
27.74727821;0.01473426353;-0.6337877512;0.03084087744;0.007264210377;-3.402331276e-005;1;27.72988319;-36.85884094;0.002202248434;1894.044678;1;27.73491287;-0.0001314796391;6.051179298e-006;-0.799448967;118.1703949;0.051
27.74124908;0.01392286643;-0.6024764776;-0.008375838399;0.007479452062;-3.552750422e-005;1;27.72352028;-36.92795181;0.007244521752;1892.560547;1;27.72886658;-0.0001588646701;4.569553312e-006;-0.7967718244;118.1264572;0.061
27.73524666;0.01325425506;-0.575203836;-0.04237005487;0.007281238679;-3.664664837e-005;1;27.71750259;-37.02973557;0.01005848404;1891.33374;1;27.72292328;-0.0001705463364;2.911900765e-006;-0.7937218547;118.0763931;0.071
27.72925949;0.01273444388;-0.5526261926;-0.07009592652;0.006724623498;-3.77854376e-005;1;27.71184921;-37.13267899;0.01135866065;1890.41626;1;27.7170887;-0.0001774399861;1.170230689e-006;-0.7906726599;118.0263519;0.081
27.72328186;0.01235940959;-0.5351299644;-0.09091956168;0.005877607502;-3.930260573e-005;1;27.7065258;-37.22400284;0.01180223841;1889.835205;1;27.71135521;-0.0001844911894;-6.395174523e-007;-0.7876351476;117.9764938;0.091
27.71731377;0.01212146971;-0.5228918195;-0.1045941561;0.004815328866;-4.14313181e-005;1;27.7014637;-37.29692841;0.01182414498;1889.59375;1;27.70570183;-0.0001919663628;-2.523478088e-006;-0.7846093774;117.9268341;0.101
27.71134949;0.01200951636;-0.5158960819;-0.1112209633;0.003615164198;-4.426340456e-005;1;27.69658089;-37.34886932;0.01173753198;1889.674805;1;27.70010185;-0.0001984541304;-4.478065421e-006;-0.7815951705;117.8773651;0.111
27.70544434;0.01157766301;-0.4951216578;-0.1205571368;0.002298872685;-4.779353185e-005;1;27.69184494;-32.85017776;0.01160986256;1890.359009;1;27.69610023;-0.0002019843669;-6.482320259e-006;-0.7785925865;117.8280792;0.121
27.69961929;0.0116196936;-0.4947835803;-0.1164961606;0.0009303601691;-5.197840073e-005;1;27.68730927;-32.1766777;0.0114381928;1891.467041;1;27.69080162;-0.0002023013949;-8.505159713e-006;-0.7756015062;117.7789917;0.131
27.69379997;0.01183175854;-0.5016692281;-0.1049613953;-0.0003590407141;-5.679685637e-005;1;27.68274879;-32.04627609;0.01112948265;1892.524658;1;27.68539619;-0.0001996369101;-1.051360323e-005;0.7846603394;117.7703629;0.141
27.68798256;0.01215966325;-0.5134438276;-0.08778895438;-0.001508129993;-6.225022662e-005;1;27.67808723;-31.78334427;0.01071254816;1893.420044;1;27.67988586;-0.0001946642587;-1.248172975e-005;2.890385866;117.8832779;0.151
27.68216896;0.01260062307;-0.5299736857;-0.06573481113;-0.002421664074;-6.834974192e-005;1;27.67311478;-31.65231514;0.01020397525;1894.254761;1;27.67426872;-0.0001878399926;-1.439005428e-005;5.03216362;118.1882401;0.161
27.66481781;0.1896382868;-8.152506828;5.342317104;0.02079747431;-7.522966189e-005;1;27.65662384;-1495.050903;0.008309835568;1838.977295;1;27.00711441;-0.0002037232771;-1.633504507e-005;7.497843266;126.8068085;0.171
27.60872841;0.2607298195;-11.20517063;9.115903854;0.09694653749;-8.408066788e-005;1;27.54824638;-1776.746338;-0.001201374107;1637.889404;1;24.93966866;-0.0001808764064;-1.826135667e-005;16.37423134;151.7874451;0.181
27.55286407;0.2336944491;-10.04091072;8.02868557;0.1794785112;-9.416332614e-005;1;27.41654396;-1671.373779;-0.001425062423;1543.896118;1;21.59605598;-0.0001741784217;-2.003381451e-005;29.96058846;186.3147125;0.191
